location_id,sku_id,on_hand_qty,safety_stock,reorder_point,unit_cost,last_updated
BR034,SKU0061,65,29,21,4.08,2025-12-10
BR034,SKU0062,67,17,49,3.16,2025-10-05
BR034,SKU0063,58,23,49,2.65,2025-11-15
BR034,SKU0064,58,13,62,10.27,2025-11-10
BR034,SKU0065,57,26,68,8.39,2025-11-15
BR034,SKU0066,68,17,59,7.06,2025-12-20
BR034,SKU0067,57,22,63,4.94,2025-10-25
BR034,SKU0068,72,22,62,13.37,2025-11-28
BR034,SKU0069,50,29,50,12.45,2025-11-26
BR034,SKU0070,51,18,22,6.62,2025-11-25
BR034,SKU0071,72,12,65,14.75,2025-10-26
BR034,SKU0072,60,14,46,5.02,2025-10-20
BR034,SKU0073,83,25,42,5.47,2025-11-11
BR034,SKU0074,68,19,20,9.62,2025-12-09
BR034,SKU0075,57,15,52,10.34,2025-11-27
BR034,SKU0076,54,25,38,12.81,2025-12-12
BR034,SKU0077,72,26,27,12.05,2025-12-06
BR034,SKU0078,56,27,31,10.13,2025-10-12
BR034,SKU0079,73,10,51,5.31,2025-12-21
BR034,SKU0080,55,22,48,3.36,2025-09-14
BR035,SKU0001,45,28,32,8.37,2025-11-15
BR035,SKU0002,66,10,50,3.76,2025-09-17
BR035,SKU0003,68,16,28,3.73,2025-10-14
BR035,SKU0004,71,14,20,14.37,2025-09-29
BR035,SKU0005,62,26,63,13.54,2025-12-13
BR035,SKU0006,58,27,59,11.44,2025-09-08
BR035,SKU0007,71,17,40,1.91,2025-11-26
BR035,SKU0008,68,16,46,12.65,2025-10-27
BR035,SKU0009,52,20,24,12.94,2025-12-01
BR035,SKU0010,61,24,30,13.99,2025-09-02
BR035,SKU0011,64,26,61,4.87,2025-12-18
BR035,SKU0012,56,23,39,5.51,2025-10-17
BR035,SKU0013,50,19,66,9.34,2025-11-07
BR035,SKU0014,64,29,55,11.79,2025-10-05
BR035,SKU0015,64,18,45,11.54,2025-09-23
BR035,SKU0016,60,13,20,2.37,2025-09-02
BR035,SKU0017,48,15,66,3.14,2025-10-13
BR035,SKU0018,62,11,55,2.27,2025-10-12
BR035,SKU0019,73,17,66,8.09,2025-09-05
BR035,SKU0020,67,25,37,5.35,2025-11-25
BR035,SKU0021,63,25,33,14.1,2025-10-13
BR035,SKU0022,56,21,27,14.75,2025-12-06
BR035,SKU0023,51,12,57,6.6,2025-09-04
BR035,SKU0024,62,26,55,5.22,2025-10-19
BR035,SKU0025,59,10,23,11.91,2025-11-23
BR035,SKU0026,58,19,31,8.26,2025-10-07
BR035,SKU0027,48,25,23,9.22,2025-09-12
BR035,SKU0028,54,22,32,1.38,2025-10-24
BR035,SKU0029,62,23,57,11.32,2025-09-16
BR035,SKU0030,67,19,39,2.54,2025-11-11
BR035,SKU0031,58,10,68,1.93,2025-09-30
BR035,SKU0032,65,25,35,9.83,2025-12-17
BR035,SKU0033,71,26,69,8.23,2025-12-14
BR035,SKU0034,56,29,47,4.0,2025-12-04
BR035,SKU0035,73,22,63,7.06,2025-10-21
BR035,SKU0036,62,17,48,2.1,2025-12-02
BR035,SKU0037,76,22,52,11.49,2025-12-29
BR035,SKU0038,64,22,44,3.01,2025-11-20
BR035,SKU0039,62,23,22,11.14,2025-09-13
BR035,SKU0040,50,12,22,7.4,2025-11-09
BR035,SKU0041,55,25,35,5.23,2025-10-06
BR035,SKU0042,59,20,67,4.4,2025-10-21
BR035,SKU0043,52,16,60,9.79,2025-09-09
BR035,SKU0044,62,15,55,6.24,2025-11-04
BR035,SKU0045,61,10,44,5.12,2025-10-02
BR035,SKU0046,58,12,37,1.8,2025-09-13
BR035,SKU0047,62,28,55,8.35,2025-09-27
BR035,SKU0048,67,22,40,10.8,2025-10-03
BR035,SKU0049,72,24,38,9.72,2025-09-19
BR035,SKU0050,62,10,55,11.57,2025-10-11
BR035,SKU0051,61,29,49,2.19,2025-11-16
BR035,SKU0052,50,18,50,6.34,2025-09-20
BR035,SKU0053,57,15,50,12.93,2025-12-02
BR035,SKU0054,64,13,61,1.37,2025-10-27
BR035,SKU0055,65,17,20,14.08,2025-09-28
BR035,SKU0056,79,25,44,1.6,2025-09-18
BR035,SKU0057,69,27,62,5.64,2025-11-07
BR035,SKU0058,61,11,54,5.22,2025-09-01
BR035,SKU0059,70,26,65,14.06,2025-10-01
BR035,SKU0060,44,25,51,9.68,2025-12-05
BR035,SKU0061,54,15,34,9.07,2025-10-08
BR035,SKU0062,46,24,67,10.63,2025-10-21
BR035,SKU0063,44,29,24,7.47,2025-09-25
BR035,SKU0064,59,28,36,12.83,2025-09-09
BR035,SKU0065,75,25,44,10.22,2025-11-17
BR035,SKU0066,64,26,37,14.15,2025-10-07
BR035,SKU0067,57,14,29,12.3,2025-09-30
BR035,SKU0068,62,18,44,8.73,2025-10-30
BR035,SKU0069,58,15,59,4.45,2025-09-05
BR035,SKU0070,69,23,42,9.74,2025-12-01
BR035,SKU0071,48,16,24,11.18,2025-10-12
BR035,SKU0072,69,22,54,11.85,2025-09-19
BR035,SKU0073,51,28,39,3.54,2025-10-07
BR035,SKU0074,62,13,64,11.56,2025-12-17
BR035,SKU0075,64,14,27,6.37,2025-09-30
BR035,SKU0076,60,25,68,3.36,2025-09-03
BR035,SKU0077,68,12,48,2.24,2025-12-11
BR035,SKU0078,58,14,62,5.73,2025-12-04
BR035,SKU0079,52,27,24,11.01,2025-10-31
BR035,SKU0080,62,27,69,2.01,2025-12-21
